name;category;image;rating;no_of_ratings;actual_price;discount_price
OTOROYS Metal CNC Bike Mount Holder Navigation 360 Degree Rotation Mirror Cradle for All Smartphones Bicycle, Motorcycle, ...;tv, audio & cameras;https://m.media-amazon.com/images/I/61uqm075BvL._AC_UL320_.jpg;3.5;380;3.84;2.92
OTOROYS Version 2 X-Grip Universal Bike Mobile Holder with USB Charger 360 Degree Rotation for All Smartphone, Navigation,...;tv, audio & cameras;https://m.media-amazon.com/images/I/71bZrleC53L._AC_UL320_.jpg;3.5;380;21.99;3.25
Photron 13 inches Flexible GorillaPod Octopod Tripod with Mobile Holder Attachment & 360 Degree Ball Head for Smartphones,...;tv, audio & cameras;https://m.media-amazon.com/images/I/71ab8hPnAFL._AC_UL320_.jpg;3.8;8781;8.25;3.95
Portable LED Ring Selfie Light for All Smartphones, Tablets Enhancing Ring Light with 3 Level of Brightness for Photograph...;tv, audio & cameras;https://m.media-amazon.com/images/I/31l1nb1g-rS._AC_UL320_.jpg;3.4;94;5.05;1.79
Portronics AUTO 12 in-Car Bluetooth Receiver for Handsfree Calling, Music System, Supports All Smartphones (Black);tv, audio & cameras;https://m.media-amazon.com/images/I/51Ioc0bbHqL._AC_UL320_.jpg;4.3;18013;16.49;5.72
Portronics AUTO 17 in-Car Bluetooth Receiver for Handsfree Calling, Music System, Supports All Smartphones (Black);tv, audio & cameras;https://m.media-amazon.com/images/I/51ks95M3eyL._AC_UL320_.jpg;3.7;1556;16.49;6.04
Portronics Clean M Multifunctional 8-in-1 Gadget Cleaning Kit with Mobile Holder for Smartphone, Tablet, Laptop, Earbuds(W...;tv, audio & cameras;https://m.media-amazon.com/images/I/514M-7zz0CL._AC_UL320_.jpg;5.0;7;9.16;5.49
Portronics Konnect A Trio 3-In-1 Multifunctional Cable For Micro Usb For Ios And Type C Mobile Phones, Smartphone, Tablet,...;tv, audio & cameras;https://m.media-amazon.com/images/I/51-n51+ynbL._AC_UL320_.jpg;3.7;390;9.89;2.24
Portronics POR 343 UFO USB Home Charger 6 Ports 8A Charging Station for Smartphones and Tablets - White;tv, audio & cameras;https://m.media-amazon.com/images/I/5104paTwzML._AC_UL320_.jpg;4.0;6285;14.29;5.76
pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black);tv, audio & cameras;https://m.media-amazon.com/images/I/61aBH+cXL2L._AC_UL320_.jpg;4.0;15889;14.29;3.84
PULOKA Universal Leather Mobile Pouch with Belt Loop and Clip | Multipurpose Leather Pouch for All Smartphones Upto 6.5 in...;tv, audio & cameras;https://m.media-amazon.com/images/I/71UYC6+e-UL._AC_UL320_.jpg;3.6;370;17.59;8.87
PULOKA Universal Leather Mobile Pouch with Belt Loop and Clip | Multipurpose Leather Pouch for All Smartphones Upto 6.5 in...;tv, audio & cameras;https://m.media-amazon.com/images/I/813Z6VBNTrL._AC_UL320_.jpg;3.6;370;32.99;8.87
QOCXRRIN 360 Degree Rotation Mini Tripod Support Stand for DSLR and Smartphones - Foldable Shockproof Lightweight Bracket ...;tv, audio & cameras;https://m.media-amazon.com/images/I/61c+d6zzQOL._AC_UL320_.jpg;3.0;97;10.99;1.09
Rhymestore 360 Degree Universal Mobile Cellphone Stand car Accessories Smartphone Holder Phone Mount Phone Holder;tv, audio & cameras;https://m.media-amazon.com/images/I/41loRCcOb8L._AC_UL320_.jpg;4.0;10;4.39;3.03
Rode SC7 3.5mm TRS to TRSS Patch Cable For Tablet, Smartphone (Red, Black, Grey);tv, audio & cameras;https://m.media-amazon.com/images/I/61ki58yDM8L._AC_UL320_.jpg;4.4;5609;1.35;1.27
Samsung Original Type C to C Cable - 3.28 Feet (1 Meter) Compatible with Smartphone,White;tv, audio & cameras;https://m.media-amazon.com/images/I/51ga1DANA8L._AC_UL320_.jpg;4.2;442;6.59;13.18
SanDisk Extreme microSD UHS I Card 128GB for 4K Video on Smartphones,Action Cams 190MB/s Read,90MB/s Write;tv, audio & cameras;https://m.media-amazon.com/images/I/815cRpgAN3L._AC_UL320_.jpg;4.5;21982;0.32;13.18
SanDisk Extreme microSD UHS I Card 256GB for 4K Video on Smartphones,Action Cams,Drones 190MB/s Read,130MB/s Write;tv, audio & cameras;https://m.media-amazon.com/images/I/81o+KgHuhxL._AC_UL320_.jpg;4.6;409;0.62;28.48
SanDisk Extreme microSD UHS I Card 512GB for 4K Video on Smartphones,Action Cams,Drones 190MB/s Read,130MB/s Write;tv, audio & cameras;https://m.media-amazon.com/images/I/81ZBMVgCiLL._AC_UL320_.jpg;4.3;201;0.13;45.17
SanDisk Extreme microSD UHS I Card 64GB for 4K Video on Smartphones,Action Cams 170MB/s Read,80MB/s Write;tv, audio & cameras;https://m.media-amazon.com/images/I/819TlwWzDvL._AC_UL320_.jpg;4.4;288;0.18;7.14
SanDisk Extreme Pro microSD UHS I Card 128GB for 4K Video on Smartphones,Action Cams,Drones 200MB/s Read, 90MB/s Write;tv, audio & cameras;https://m.media-amazon.com/images/I/61o8OmUS-iL._AC_UL320_.jpg;4.5;21982;0.43;17.80
SanDisk Extreme Pro microSD UHS I Card 256GB for 4K Video on Smartphones,Action Cams,Drones 200MB/s Read, 140MB/s Write;tv, audio & cameras;https://m.media-amazon.com/images/I/615YdkNEs1L._AC_UL320_.jpg;4.5;21982;0.78;32.43
SanDisk Extreme Pro microSD UHS I Card 512GB for 4K Video on Smartphones,Action Cams,Drones 200MB/s Read, 140MB/s Write;tv, audio & cameras;https://m.media-amazon.com/images/I/51ecD4M2bLL._AC_UL320_.jpg;4.5;21982;0.17;65.87
SanDisk Extreme Pro microSD UHS I Card 64GB for 4K Video on Smartphones,Action Cams,Drones 200MB/s Read, 90MB/s Write;tv, audio & cameras;https://m.media-amazon.com/images/I/61JklAbgXNL._AC_UL320_.jpg;4.5;21982;0.23;10.33
SanDisk Extreme uSD,160MB/s R, 90MB/s W,C10,UHS,U3,V30,A2, 128GB, for 4K Video on Smartphones, Action Cams & Drones;tv, audio & cameras;https://m.media-amazon.com/images/I/81pngNVLPhL._AC_UL320_.jpg;4.5;21982;31.89;18.47
SanDisk Ultra® microSDXC™ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Smartphones;tv, audio & cameras;https://m.media-amazon.com/images/I/71jsEFJtRRL._AC_UL320_.jpg;4.4;71768;0.20;9.55
SanDisk Ultra® microSDXC™ UHS-I Card, 256GB, 150MB/s R, 10 Y Warranty, for Smartphones;tv, audio & cameras;https://m.media-amazon.com/images/I/517FFZjpVbL._AC_UL320_.jpg;4.4;71768;0.39;18.25
SanDisk Ultra® microSDXC™ UHS-I Card, 512GB, 150MB/s R, 10 Y Warranty, for Smartphones;tv, audio & cameras;https://m.media-amazon.com/images/I/81NoPCOJh+L._AC_UL320_.jpg;4.4;71768;0.79;36.39
SanDisk Ultra® microSDXC™ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Smartphones;tv, audio & cameras;https://m.media-amazon.com/images/I/7180ZAZmERL._AC_UL320_.jpg;4.4;71768;0.01;5.37
Screen Magnifier for Smartphone – Mobile Phone 3D HD Magnifier Screen Expanders for Movies, Videos, and Gaming – Foldable ...;tv, audio & cameras;https://m.media-amazon.com/images/I/71M0JpeqdpL._AC_UL320_.jpg;2.4;113;10.99;1.86
SD CASS® Hanging Car Rear View Mirror Mobile Phone Holder Mount Stand 360 Degree RotationalCompatible with All Smartphones;tv, audio & cameras;https://m.media-amazon.com/images/I/41M-lDVt5kL._AC_UL320_.jpg;5.0;8;10.99;5.49
SKYVIK Signi Pro 2 in 1 (Wide+Macro) Clip on Mobile Camera Lens Kit for iPhone, Samsung and Other Smartphones.;tv, audio & cameras;https://m.media-amazon.com/images/I/81V6zqNfhYL._AC_UL320_.jpg;3.8;3530;32.99;22.76
Slovic Cell Phone Armband | Adjustable Band fits All iPhone and Android Smartphones | Waterproof & Anti-Sweat Fabric | Cha...;tv, audio & cameras;https://m.media-amazon.com/images/I/816wBQG-J+L._AC_UL320_.jpg;4.0;198;0.01;6.04
SLOVIC® Tripod Mount Adapter| Tripod Mobile Holder|Tripod Phone Mount(Made in India)| Smartphone Clip Clipper 360 Degree f...;tv, audio & cameras;https://m.media-amazon.com/images/I/81XZ3Dl5kUL._AC_UL320_.jpg;4.4;10963;8.79;3.59
Sounce 38W Car Charger Type-C 20W PD & 18W 3.0 Qualcomm Certified Dual USB Car Charger Compatible with All Smartphones & T...;tv, audio & cameras;https://m.media-amazon.com/images/I/61d3SWjNNFL._AC_UL320_.jpg;4.1;33;10.99;3.29
Sounce New Version Screen Expanders & Screen Magnifier Amplifier,3D HD New Phone Holder for Smartphones- with 1 Year Repla...;tv, audio & cameras;https://m.media-amazon.com/images/I/71M0JpeqdpL._AC_UL320_.jpg;3.3;2004;10.99;4.17
Sounce USB 3.0 to Type-C OTG Cable Male-Female Adapter Compatible with All C Type Supported Mobile Smartphone and Other De...;tv, audio & cameras;https://m.media-amazon.com/images/I/410J9tugkeL._AC_UL320_.jpg;4.0;6070;5.49;1.42
Sounce Waterproof New Bike Phone Mount Anti Shake and Stable 360‚° Rotation Bike Bicycles Accessories for Any Smartphone G...;tv, audio & cameras;https://m.media-amazon.com/images/I/51DeOxvpFcL._AC_UL320_.jpg;3.9;1851;10.99;3.29
Spigen QS11 Quad Car Phone Holder Magnetic Air Vent Phone Holder | QNMP Compatible with Most Smartphones - Black;tv, audio & cameras;https://m.media-amazon.com/images/I/61BdKkghdpL._AC_UL320_.jpg;4.3;7293;12.09;9.89
Storite Professional 2 in 1 Screen Cleaning Kit for Laptops, Camera, Lens, TV, Monitor, Smartphone, Tablet (Includes: Clea...;tv, audio & cameras;https://m.media-amazon.com/images/I/81rHHvLsJML._AC_UL320_.jpg;4.4;3545;10.99;4.39
STRIFF Wall Mount Phone Holder with Adhesive Strips, Charging Holder Compatible with iPhone, Smartphone and Mini Tablet(Pa...;tv, audio & cameras;https://m.media-amazon.com/images/I/51y4R9DDkkL._AC_UL320_.jpg;4.1;9658;5.49;1.64
STRIFF Wall Mount Phone Holder with Adhesive Strips, Charging Holder Compatible with iPhone, Smartphone and Mini Tablet(Pa...;tv, audio & cameras;https://m.media-amazon.com/images/I/51y4R9DDkkL._AC_UL320_.jpg;4.1;9658;6.59;5.49
Strontium Nitro A1 128GB Micro SDXC Memory Card 100MB/s A1 UHS-I U3 Class 10 with High Speed Adapter for Smartphones Table...;tv, audio & cameras;https://m.media-amazon.com/images/I/619QYgwMwDL._AC_UL320_.jpg;4.2;21581;20.89;14.25
Strontium Nitro A1 64GB Micro SDXC Memory Card 100MB/s A1 UHS-I U3 Class 10 with High Speed Adapter for Smartphones Tablet...;tv, audio & cameras;https://m.media-amazon.com/images/I/611kG+NIBzL._AC_UL320_.jpg;4.2;21581;14.29;7.98
Syvo S-410 (52 inch) Tripod for Smartphones & Cameras with Mobile Holder and Carry Bag, Load Capacity-3 Kg, Lightweight & ...;tv, audio & cameras;https://m.media-amazon.com/images/I/615qUTJVb8L._AC_UL320_.jpg;4.3;28644;27.49;8.24
TECHONTO 360° Degree Cell Phone Holder with Adjustable Clamp Phone Tripod Mount Adapter Compatible with Smartphones & All ...;tv, audio & cameras;https://m.media-amazon.com/images/I/61ny+rqFQYL._AC_UL320_.jpg;4.3;2241;7.69;2.15
Telescope Adjustable Phone Scope Mount:Cellphone Telescope Adapter Mount, Compatible with Smartphone Adapter Mount for Mon...;tv, audio & cameras;https://m.media-amazon.com/images/I/61a8wkKkVkL._AC_UL320_.jpg;4.1;12;10.99;5.37
Tukzer Gizga 2-in-1 Professional Screen Cleaning Kit (500ML) for Camera, Lens, Binocular, Laptop, TV, Monitor, Smartphone,...;tv, audio & cameras;https://m.media-amazon.com/images/I/71TXZFWI-NL._AC_UL320_.jpg;4.5;190;7.69;6.26
UN1QUE PH03 Car Mobile Holder AC Vent Car Mount, Auto Locking Stylish Design Compatible with All Smartphones, Car Phone Ho...;tv, audio & cameras;https://m.media-amazon.com/images/I/61J2GBXFfuL._AC_UL320_.jpg;5.0;3;32.99;5.49
URBN Type-C USB 3.4 Amp | 25W Fast Charging Cable for Smartphone | Unbreakable Rugged & Nylon Braided | Quick Charge (QC) ...;tv, audio & cameras;https://m.media-amazon.com/images/I/71bHRk8pBYL._AC_UL320_.jpg;4.0;291;6.59;1.09
URBN Type-C USB 3.4 Amp | 25W Fast Charging Cable for Smartphone | Unbreakable Rugged & Nylon Braided | Quick Charge (QC) ...;tv, audio & cameras;https://m.media-amazon.com/images/I/71i+JuSSZUL._AC_UL320_.jpg;4.0;291;6.59;1.09
VAGMI 6 IN 1 Plastic Military Pen with Compass, Torch, Tools, Phone Stand And Stylus for Smartphones , Multicolour.;tv, audio & cameras;https://m.media-amazon.com/images/I/31ygQo4H42S._AC_UL320_.jpg;3.6;1361;9.56;2.18
VKB 7.5 Foot Professional Metal Tripod Stand for Mobile, Smartphone, Camera, Ringlight, Video Shooting, Photography, Live ...;tv, audio & cameras;https://m.media-amazon.com/images/I/51mJIp+14WL._AC_UL320_.jpg;3.8;206;21.99;5.49
VKB Tripod Mount Adapter| Tripod Mobile Holder|Tripod Phone Mount| Smartphone Clip Clipper 360 Degree for Taking Magic Vid...;tv, audio & cameras;https://m.media-amazon.com/images/I/319GGyv8AbL._AC_UL320_.jpg;3.8;181;10.99;2.17
Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21/S20/S10/...;tv, audio & cameras;https://m.media-amazon.com/images/I/61rT7AkMeNL._AC_UL320_.jpg;4.3;6431;10.99;3.40
WeCool G1 Gimbal for Smartphone with Wireless Remote, Extendable Bluetooth Selfie Stick and Tripod, Auto Balance for Vlog ...;tv, audio & cameras;https://m.media-amazon.com/images/I/61qohSkx07L._AC_UL320_.jpg;3.7;1093;76.99;29.69
Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging...;tv, audio & cameras;https://m.media-amazon.com/images/I/61FUzup4yAL._AC_UL320_.jpg;3.3;9648;10.99;3.84
XE610 Boom Bass Wired in-Ear Headphones Compatible with Especially All Vivo Smartphones (White) (White) (Vivo Original Sound);tv, audio & cameras;https://m.media-amazon.com/images/I/41BYxU4FGkL._AC_UL320_.jpg;3.6;2021;4.94;4.39
XGMO®360 Degree Car Rear View Mirror Mobile Phone Holder Mount Stand Compatible with All Smartphones;tv, audio & cameras;https://m.media-amazon.com/images/I/41pelkpLK3L._AC_UL320_.jpg;5.0;4;10.99;4.39
Xiaomi 11 Lite NE 5G (Jazz Blue 8GB RAM 128 GB Storage) | Slimmest (6.81mm) & Lightest (158g) 5G Smartphone | 10-bit AMOLE...;tv, audio & cameras;https://m.media-amazon.com/images/I/71XmlboxNZL._AC_UL320_.jpg;4.0;25175;373.99;285.99
Xifo LYF Earth 1 (3GB RAM, 32GB Storage) 4G Smartphone in White Colour;tv, audio & cameras;https://m.media-amazon.com/images/I/71BfQPObXYL._AC_UL320_.jpg;2.6;30;2.84;46.19
